Date,State,Confirmed Cases,Predicted Cases
1/27/2020,MI,0,1 
1/28/2020,MI,0,1 
1/29/2020,MI,0,1 
1/30/2020,MI,0,1 
1/31/2020,MI,0,1 
2/1/2020,MI,0,1 
2/2/2020,MI,0,1 
2/3/2020,MI,0,1 
2/4/2020,MI,0,1 
2/5/2020,MI,0,1 
2/6/2020,MI,0,1 
2/7/2020,MI,0,1 
2/8/2020,MI,0,1 
2/9/2020,MI,0,1 
2/10/2020,MI,0,1 
2/11/2020,MI,0,1 
2/12/2020,MI,0,1 
2/13/2020,MI,0,1 
2/14/2020,MI,0,1 
2/15/2020,MI,0,1 
2/16/2020,MI,0,1 
2/17/2020,MI,0,1 
2/18/2020,MI,0,1 
2/19/2020,MI,0,1 
2/20/2020,MI,0,1 
2/21/2020,MI,0,1 
2/22/2020,MI,0,1 
2/23/2020,MI,0,1 
2/24/2020,MI,0,1 
2/25/2020,MI,0,1 
2/26/2020,MI,0,1 
2/27/2020,MI,0,1 
2/28/2020,MI,0,1 
2/29/2020,MI,0,1 
3/1/2020,MI,0,1 
3/2/2020,MI,0,1 
3/3/2020,MI,0,1 
3/4/2020,MI,0,1 
3/5/2020,MI,0,1 
3/6/2020,MI,0,1 
3/7/2020,MI,0,1 
3/8/2020,MI,0,1 
3/9/2020,MI,0,1 
3/10/2020,MI,2,1 
3/11/2020,MI,0,1 
3/12/2020,MI,10,16 
3/13/2020,MI,13,20 
3/14/2020,MI,8,25 
3/15/2020,MI,20,29 
3/16/2020,MI,1,36 
3/17/2020,MI,11,45 
3/18/2020,MI,15,59 
3/19/2020,MI,254,71 
3/20/2020,MI,214,88 
3/21/2020,MI,239,107 
3/22/2020,MI,246,131 
3/23/2020,MI,291,161 
3/24/2020,MI,467,199 
3/25/2020,MI,502,256 
3/26/2020,MI,584,309 
3/27/2020,MI,778,379 
3/28/2020,MI,979,465 
3/29/2020,MI,852,569 
3/30/2020,MI,1022,716 
3/31/2020,MI,1121,904 
4/1/2020,MI,1663,1027 
4/2/2020,MI,1499,1145 
4/3/2020,MI,1878,1241 
4/4/2020,MI,1556,1270 
4/5/2020,MI,1408,1260 
4/6/2020,MI,1496,1255 
4/7/2020,MI,1722,1240 
4/8/2020,MI,1369,1186 
4/9/2020,MI,1155,1119 
4/10/2020,MI,1271,1133 
4/11/2020,MI,1209,1074 
4/12/2020,MI,641,1006 
4/13/2020,MI,994,957 
4/14/2020,MI,1355,921 
4/15/2020,MI,1049,896 
4/16/2020,MI,1226,852 
4/17/2020,MI,834,827 
4/18/2020,MI,764,791 
4/19/2020,MI,631,769 
4/20/2020,MI,580,739 
4/21/2020,MI,1007,728 
4/22/2020,MI,1037,717 
4/23/2020,MI,1280,676 
4/24/2020,MI,1375,658 
4/25/2020,MI,674,655 
4/26/2020,MI,701,635 
4/27/2020,MI,454,624 
4/28/2020,MI,1012,634 
4/29/2020,MI,974,633 
4/30/2020,MI,905,632 
5/1/2020,MI,1000,612 
5/2/2020,MI,843,589 
5/3/2020,MI,612,586 
5/4/2020,MI,193,564 
5/5/2020,MI,395,575 
5/6/2020,MI,688,595 
5/7/2020,MI,564,589 
5/8/2020,MI,676,545 
5/9/2020,MI,416,540 
5/10/2020,MI,381,549 
5/11/2020,MI,410,562 
5/12/2020,MI,420,588 
5/13/2020,MI,361,612 
5/14/2020,MI,1182,637 
5/15/2020,MI,493,628 
5/16/2020,MI,434,602 
5/17/2020,MI,638,568 
5/18/2020,MI,799,535 
5/19/2020,MI,484,513 
5/20/2020,MI,651,498 
5/21/2020,MI,480,478 
5/22/2020,MI,397,454 
5/23/2020,MI,439,430 
5/24/2020,MI,312,407 
5/25/2020,MI,200,386 
5/26/2020,MI,224,371 
5/27/2020,MI,504,365 
5/28/2020,MI,400,357 
5/29/2020,MI,645,349 
5/30/2020,MI,259,342 
5/31/2020,MI,507,332 
6/1/2020,MI,1080,320 
6/2/2020,MI,245,312 
6/3/2020,MI,310,307 
6/4/2020,MI,225,300 
6/5/2020,MI,4529,299 
6/6/2020,MI,452,297 
6/7/2020,MI,419,294 
6/8/2020,MI,296,295 
6/9/2020,MI,279,299 
6/10/2020,MI,187,306 
6/11/2020,MI,250,306 
6/12/2020,MI,254,303 
6/13/2020,MI,143,301 
6/14/2020,MI,222,296 
6/15/2020,MI,56,288 
6/16/2020,MI,164,278 
6/17/2020,MI,228,273 
6/18/2020,MI,286,265 
6/19/2020,MI,320,259 
6/20/2020,MI,421,252 
6/21/2020,MI,152,248 
6/22/2020,MI,271,246 
6/23/2020,MI,229,246 
6/24/2020,MI,338,247 
6/25/2020,MI,448,247 
6/26/2020,MI,314,249 
6/27/2020,MI,329,255 
6/28/2020,MI,240,263 
6/29/2020,MI,314,272 
6/30/2020,MI,494,284 
7/1/2020,MI,429,300 
7/2/2020,MI,574,315 
7/3/2020,MI,453,326 
7/4/2020,MI,396,340 
7/5/2020,MI,325,355 
7/6/2020,MI,376,371 
7/7/2020,MI,608,392 
7/8/2020,MI,649,418 
7/9/2020,MI,587,443 
7/10/2020,MI,624,459 
7/11/2020,MI,628,478 
7/12/2020,MI,437,490 
7/13/2020,MI,418,502 
7/14/2020,MI,691,515 
7/15/2020,MI,1036,531 
7/16/2020,MI,896,541 
7/17/2020,MI,775,553 
7/18/2020,MI,632,564 
7/19/2020,MI,551,576 
7/20/2020,MI,551,585 
7/21/2020,MI,698,590 
7/22/2020,MI,707,586 
7/23/2020,MI,694,583 
7/24/2020,MI,653,582 
7/25/2020,MI,427,580 
7/26/2020,MI,1085,579 
7/27/2020,MI,579,577 
7/28/2020,MI,696,584 
7/29/2020,MI,1001,587 
7/30/2020,MI,900,587 
7/31/2020,MI,826,587 
8/1/2020,MI,698,592 
8/2/2020,MI,407,603 
8/3/2020,MI,646,616 
8/4/2020,MI,790,630 
8/5/2020,MI,752,639 
8/6/2020,MI,774,638 
8/7/2020,MI,813,639 
8/8/2020,MI,696,645 
8/9/2020,MI,507,650 
8/10/2020,MI,637,655 
8/11/2020,MI,889,670 
8/12/2020,MI,464,681 
8/13/2020,MI,1138,690 
8/14/2020,MI,850,691 
8/15/2020,MI,1018,694 
8/16/2020,MI,492,701 
8/17/2020,MI,549,713 
8/18/2020,MI,655,721 
8/19/2020,MI,708,719 
8/20/2020,MI,536,727 
8/21/2020,MI,58,727 
8/22/2020,MI,1312,741 
8/23/2020,MI,734,755 
8/24/2020,MI,941,772 
8/25/2020,MI,926,793 
8/26/2020,MI,903,818 
8/27/2020,MI,846,831 
8/28/2020,MI,812,839 
8/29/2020,MI,801,860 
8/30/2020,MI,494,871 
8/31/2020,MI,565,882 
9/1/2020,MI,806,898 
9/2/2020,MI,634,920 
9/3/2020,MI,790,966 
9/4/2020,MI,1077,995 
9/5/2020,MI,797,1014 
9/6/2020,MI,43,1035 
9/7/2020,MI,1078,1052 
9/8/2020,MI,596,1080 
9/9/2020,MI,968,1117 
9/10/2020,MI,944,1124 
9/11/2020,MI,1423,1112 
9/12/2020,MI,729,1109 
9/13/2020,MI,27,1120 
9/14/2020,MI,1201,1124 
9/15/2020,MI,702,1128 
9/16/2020,MI,804,1145 
9/17/2020,MI,1012,1140 
9/18/2020,MI,764,1119 
9/19/2020,MI,554,1117 
9/20/2020,MI,36,1125 
9/21/2020,MI,1507,1133 
9/22/2020,MI,751,1130 
9/23/2020,MI,886,1140 
9/24/2020,MI,1108,1126 
9/25/2020,MI,1043,1115 
9/26/2020,MI,929,1107 
9/27/2020,MI,37,1105 
9/28/2020,MI,1373,1093 
9/29/2020,MI,1117,1093 
9/30/2020,MI,1175,1096 
10/1/2020,MI,990,1111 
10/2/2020,MI,993,1124 
10/3/2020,MI,1179,1140 
10/4/2020,MI,51,1165 
10/5/2020,MI,1470,1193 
10/6/2020,MI,1144,1239 
10/7/2020,MI,1230,1297 
10/8/2020,MI,1417,1333 
10/9/2020,MI,1332,1359 
10/10/2020,MI,1526,1404 
10/11/2020,MI,42,1462 
10/12/2020,MI,1836,1527 
10/13/2020,MI,1558,1605 
10/14/2020,MI,1567,1712 
10/15/2020,MI,2517,1794 
10/16/2020,MI,2218,1869 
10/17/2020,MI,115,1984 
10/18/2020,MI,78,2149 
10/19/2020,MI,4718,2330 
10/20/2020,MI,1894,2505 
10/21/2020,MI,1908,2732 
10/22/2020,MI,2245,2903 
10/23/2020,MI,2026,3070 
10/24/2020,MI,3257,3311 
10/25/2020,MI,130,3615 
10/26/2020,MI,4109,3922 
10/27/2020,MI,2660,4325 
10/28/2020,MI,3534,4817 
10/29/2020,MI,0,5290 
10/30/2020,MI,0,5745 
10/31/2020,MI,0,6250 
1/21/2020,DE,0,2 
1/22/2020,DE,0,2 
1/23/2020,DE,0,2 
1/24/2020,DE,0,2 
1/25/2020,DE,0,2 
1/26/2020,DE,0,2 
1/27/2020,DE,0,2 
1/28/2020,DE,0,2 
1/29/2020,DE,0,2 
1/30/2020,DE,0,2 
1/31/2020,DE,0,2 
2/1/2020,DE,0,2 
2/2/2020,DE,0,2 
2/3/2020,DE,0,2 
2/4/2020,DE,0,2 
2/5/2020,DE,0,2 
2/6/2020,DE,0,2 
2/7/2020,DE,0,2 
2/8/2020,DE,0,2 
2/9/2020,DE,0,2 
2/10/2020,DE,0,2 
2/11/2020,DE,0,2 
2/12/2020,DE,0,2 
2/13/2020,DE,0,2 
2/14/2020,DE,0,2 
2/15/2020,DE,0,2 
2/16/2020,DE,0,2 
2/17/2020,DE,0,2 
2/18/2020,DE,0,2 
2/19/2020,DE,0,2 
2/20/2020,DE,0,2 
2/21/2020,DE,0,2 
2/22/2020,DE,0,2 
2/23/2020,DE,0,2 
2/24/2020,DE,0,2 
2/25/2020,DE,0,2 
2/26/2020,DE,0,2 
2/27/2020,DE,0,2 
2/28/2020,DE,0,2 
2/29/2020,DE,0,2 
3/1/2020,DE,0,2 
3/2/2020,DE,0,2 
3/3/2020,DE,0,2 
3/4/2020,DE,0,2 
3/5/2020,DE,0,2 
3/6/2020,DE,0,2 
3/7/2020,DE,0,2 
3/8/2020,DE,0,2 
3/9/2020,DE,0,2 
3/10/2020,DE,0,2 
3/11/2020,DE,1,2 
3/12/2020,DE,3,2 
3/13/2020,DE,0,2 
3/14/2020,DE,0,2 
3/15/2020,DE,3,2 
3/16/2020,DE,1,2 
3/17/2020,DE,8,15 
3/18/2020,DE,10,16 
3/19/2020,DE,4,18 
3/20/2020,DE,9,20 
3/21/2020,DE,6,21 
3/22/2020,DE,11,24 
3/23/2020,DE,31,27 
3/24/2020,DE,17,31 
3/25/2020,DE,15,35 
3/26/2020,DE,24,41 
3/27/2020,DE,22,48 
3/28/2020,DE,49,55 
3/29/2020,DE,18,63 
3/30/2020,DE,32,71 
3/31/2020,DE,55,80 
4/1/2020,DE,49,94 
4/2/2020,DE,25,110 
4/3/2020,DE,57,126 
4/4/2020,DE,143,138 
4/5/2020,DE,80,155 
4/6/2020,DE,110,166 
4/7/2020,DE,145,177 
4/8/2020,DE,188,187 
4/9/2020,DE,93,201 
4/10/2020,DE,117,208 
4/11/2020,DE,153,213 
4/12/2020,DE,146,215 
4/13/2020,DE,136,216 
4/14/2020,DE,165,216 
4/15/2020,DE,88,217 
4/16/2020,DE,61,223 
4/17/2020,DE,248,226 
4/18/2020,DE,215,227 
4/19/2020,DE,0,229 
4/20/2020,DE,207,228 
4/21/2020,DE,186,226 
4/22/2020,DE,269,227 
4/23/2020,DE,108,227 
4/24/2020,DE,134,233 
4/25/2020,DE,134,237 
4/26/2020,DE,458,233 
4/27/2020,DE,128,230 
4/28/2020,DE,413,232 
4/29/2020,DE,80,231 
4/30/2020,DE,79,231 
5/1/2020,DE,184,234 
5/2/2020,DE,120,230 
5/3/2020,DE,170,229 
5/4/2020,DE,80,232 
5/5/2020,DE,83,239 
5/6/2020,DE,407,242 
5/7/2020,DE,161,247 
5/8/2020,DE,144,257 
5/9/2020,DE,194,256 
5/10/2020,DE,170,263 
5/11/2020,DE,118,263 
5/12/2020,DE,176,270 
5/13/2020,DE,211,273 
5/14/2020,DE,271,281 
5/15/2020,DE,150,289 
5/16/2020,DE,174,296 
5/17/2020,DE,123,306 
5/18/2020,DE,199,304 
5/19/2020,DE,168,295 
5/20/2020,DE,157,283 
5/21/2020,DE,192,271 
5/22/2020,DE,143,257 
5/23/2020,DE,161,242 
5/24/2020,DE,119,229 
5/25/2020,DE,156,216 
5/26/2020,DE,101,202 
5/27/2020,DE,30,192 
5/28/2020,DE,75,184 
5/29/2020,DE,65,176 
5/30/2020,DE,186,167 
5/31/2020,DE,76,160 
6/1/2020,DE,107,156 
6/2/2020,DE,80,151 
6/3/2020,DE,27,147 
6/4/2020,DE,34,144 
6/5/2020,DE,27,142 
6/6/2020,DE,72,139 
6/7/2020,DE,97,138 
6/8/2020,DE,30,139 
6/9/2020,DE,48,139 
6/10/2020,DE,36,139 
6/11/2020,DE,50,141 
6/12/2020,DE,67,142 
6/13/2020,DE,56,141 
6/14/2020,DE,35,139 
6/15/2020,DE,76,137 
6/16/2020,DE,63,136 
6/17/2020,DE,41,135 
6/18/2020,DE,55,135 
6/19/2020,DE,112,135 
6/20/2020,DE,70,135 
6/21/2020,DE,94,136 
6/22/2020,DE,45,137 
6/23/2020,DE,27,138 
6/24/2020,DE,42,139 
6/25/2020,DE,91,142 
6/26/2020,DE,37,144 
6/27/2020,DE,74,148 
6/28/2020,DE,135,150 
6/29/2020,DE,150,151 
6/30/2020,DE,98,152 
7/1/2020,DE,36,151 
7/2/2020,DE,221,152 
7/3/2020,DE,192,154 
7/4/2020,DE,73,154 
7/5/2020,DE,132,154 
7/6/2020,DE,165,152 
7/7/2020,DE,121,150 
7/8/2020,DE,48,149 
7/9/2020,DE,69,148 
7/10/2020,DE,121,147 
7/11/2020,DE,91,145 
7/12/2020,DE,61,143 
7/13/2020,DE,75,143 
7/14/2020,DE,90,143 
7/15/2020,DE,81,144 
7/16/2020,DE,64,146 
7/17/2020,DE,223,148 
7/18/2020,DE,92,150 
7/19/2020,DE,90,150 
7/20/2020,DE,105,150 
7/21/2020,DE,122,150 
7/22/2020,DE,46,152 
7/23/2020,DE,132,154 
7/24/2020,DE,278,153 
7/25/2020,DE,27,151 
7/26/2020,DE,115,150 
7/27/2020,DE,116,149 
7/28/2020,DE,70,148 
7/29/2020,DE,126,146 
7/30/2020,DE,87,144 
7/31/2020,DE,99,143 
8/1/2020,DE,89,142 
8/2/2020,DE,72,141 
8/3/2020,DE,106,139 
8/4/2020,DE,82,136 
8/5/2020,DE,159,134 
8/6/2020,DE,69,132 
8/7/2020,DE,80,130 
8/8/2020,DE,57,127 
8/9/2020,DE,73,125 
8/10/2020,DE,59,123 
8/11/2020,DE,65,120 
8/12/2020,DE,66,118 
8/13/2020,DE,202,117 
8/14/2020,DE,373,117 
8/15/2020,DE,56,118 
8/16/2020,DE,55,119 
8/17/2020,DE,85,118 
8/18/2020,DE,57,119 
8/19/2020,DE,50,121 
8/20/2020,DE,75,123 
8/21/2020,DE,52,126 
8/22/2020,DE,58,128 
8/23/2020,DE,67,129 
8/24/2020,DE,47,126 
8/25/2020,DE,20,124 
8/26/2020,DE,24,121 
8/27/2020,DE,10,119 
8/28/2020,DE,107,118 
8/29/2020,DE,266,118 
8/30/2020,DE,6,118 
8/31/2020,DE,86,118 
9/1/2020,DE,106,119 
9/2/2020,DE,14,119 
9/3/2020,DE,104,120 
9/4/2020,DE,99,122 
9/5/2020,DE,140,126 
9/6/2020,DE,151,129 
9/7/2020,DE,206,132 
9/8/2020,DE,59,134 
9/9/2020,DE,0,136 
9/10/2020,DE,158,140 
9/11/2020,DE,93,145 
9/12/2020,DE,167,146 
9/13/2020,DE,123,145 
9/14/2020,DE,88,143 
9/15/2020,DE,200,140 
9/16/2020,DE,97,138 
9/17/2020,DE,84,136 
9/18/2020,DE,48,135 
9/19/2020,DE,83,134 
9/20/2020,DE,117,134 
9/21/2020,DE,101,132 
9/22/2020,DE,94,130 
9/23/2020,DE,69,130 
9/24/2020,DE,117,130 
9/25/2020,DE,138,131 
9/26/2020,DE,71,131 
9/27/2020,DE,104,129 
9/28/2020,DE,129,128 
9/29/2020,DE,142,127 
9/30/2020,DE,82,126 
10/1/2020,DE,174,126 
10/2/2020,DE,150,127 
10/3/2020,DE,188,128 
10/4/2020,DE,118,129 
10/5/2020,DE,120,128 
10/6/2020,DE,103,128 
10/7/2020,DE,84,128 
10/8/2020,DE,132,129 
10/9/2020,DE,145,132 
10/10/2020,DE,171,133 
10/11/2020,DE,132,131 
10/12/2020,DE,159,128 
10/13/2020,DE,105,126 
10/14/2020,DE,71,124 
10/15/2020,DE,95,124 
10/16/2020,DE,164,125 
10/17/2020,DE,218,124 
10/18/2020,DE,151,124 
10/19/2020,DE,103,125 
10/20/2020,DE,129,128 
10/21/2020,DE,50,129 
10/22/2020,DE,153,131 
10/23/2020,DE,159,132 
10/24/2020,DE,160,133 
10/25/2020,DE,114,134 
10/26/2020,DE,207,136 
10/27/2020,DE,81,139 
10/28/2020,DE,143,143 
10/29/2020,DE,0,147 
10/30/2020,DE,0,152 
10/31/2020,DE,0,155 
1/21/2020,IL,0,3 
1/22/2020,IL,0,3 
1/23/2020,IL,0,3 
1/24/2020,IL,1,3 
1/25/2020,IL,0,3 
1/26/2020,IL,0,3 
1/27/2020,IL,0,3 
1/28/2020,IL,0,3 
1/29/2020,IL,0,3 
1/30/2020,IL,1,3 
1/31/2020,IL,0,3 
2/1/2020,IL,0,3 
2/2/2020,IL,0,3 
2/3/2020,IL,0,3 
2/4/2020,IL,0,3 
2/5/2020,IL,0,3 
2/6/2020,IL,0,3 
2/7/2020,IL,0,3 
2/8/2020,IL,0,3 
2/9/2020,IL,0,3 
2/10/2020,IL,0,3 
2/11/2020,IL,0,3 
2/12/2020,IL,0,3 
2/13/2020,IL,0,3 
2/14/2020,IL,0,3 
2/15/2020,IL,0,3 
2/16/2020,IL,0,3 
2/17/2020,IL,0,3 
2/18/2020,IL,0,3 
2/19/2020,IL,0,3 
2/20/2020,IL,0,3 
2/21/2020,IL,0,3 
2/22/2020,IL,0,3 
2/23/2020,IL,0,3 
2/24/2020,IL,0,3 
2/25/2020,IL,0,3 
2/26/2020,IL,0,3 
2/27/2020,IL,0,3 
2/28/2020,IL,0,3 
2/29/2020,IL,1,3 
3/1/2020,IL,0,3 
3/2/2020,IL,1,3 
3/3/2020,IL,0,3 
3/4/2020,IL,0,3 
3/5/2020,IL,1,3 
3/6/2020,IL,1,3 
3/7/2020,IL,0,3 
3/8/2020,IL,1,3 
3/9/2020,IL,4,18 
3/10/2020,IL,8,21 
3/11/2020,IL,6,26 
3/12/2020,IL,7,31 
3/13/2020,IL,14,38 
3/14/2020,IL,20,46 
3/15/2020,IL,28,56 
3/16/2020,IL,10,67 
3/17/2020,IL,55,81 
3/18/2020,IL,127,94 
3/19/2020,IL,134,109 
3/20/2020,IL,163,126 
3/21/2020,IL,168,147 
3/22/2020,IL,296,172 
3/23/2020,IL,238,200 
3/24/2020,IL,250,234 
3/25/2020,IL,339,272 
3/26/2020,IL,664,320 
3/27/2020,IL,491,370 
3/28/2020,IL,518,425 
3/29/2020,IL,1068,474 
3/30/2020,IL,455,551 
3/31/2020,IL,922,590 
4/1/2020,IL,986,619 
4/2/2020,IL,717,636 
4/3/2020,IL,1209,654 
4/4/2020,IL,1453,679 
4/5/2020,IL,919,713 
4/6/2020,IL,986,728 
4/7/2020,IL,1287,740 
4/8/2020,IL,1529,749 
4/9/2020,IL,1344,762 
4/10/2020,IL,1465,772 
4/11/2020,IL,1293,782 
4/12/2020,IL,1672,816 
4/13/2020,IL,1173,833 
4/14/2020,IL,1222,856 
4/15/2020,IL,1346,866 
4/16/2020,IL,1141,879 
4/17/2020,IL,1841,892 
4/18/2020,IL,1585,926 
4/19/2020,IL,1197,966 
4/20/2020,IL,1151,1007 
4/21/2020,IL,1551,1034 
4/22/2020,IL,2049,1069 
4/23/2020,IL,1827,1097 
4/24/2020,IL,2723,1130 
4/25/2020,IL,2119,1181 
4/26/2020,IL,2126,1242 
4/27/2020,IL,1980,1253 
4/28/2020,IL,2219,1299 
4/29/2020,IL,2253,1326 
4/30/2020,IL,2563,1343 
5/1/2020,IL,3137,1356 
5/2/2020,IL,2450,1403 
5/3/2020,IL,2994,1480 
5/4/2020,IL,2341,1513 
5/5/2020,IL,2049,1555 
5/6/2020,IL,2275,1605 
5/7/2020,IL,2638,1649 
5/8/2020,IL,2886,1690 
5/9/2020,IL,2320,1753 
5/10/2020,IL,1654,1826 
5/11/2020,IL,1461,1904 
5/12/2020,IL,4045,1987 
5/13/2020,IL,1706,2069 
5/14/2020,IL,3207,2139 
5/15/2020,IL,2447,2214 
5/16/2020,IL,2141,2206 
5/17/2020,IL,1691,2165 
5/18/2020,IL,2418,2101 
5/19/2020,IL,1520,2018 
5/20/2020,IL,2415,1905 
5/21/2020,IL,2282,1798 
5/22/2020,IL,2715,1700 
5/23/2020,IL,2390,1605 
5/24/2020,IL,2441,1533 
5/25/2020,IL,1707,1456 
5/26/2020,IL,1238,1386 
5/27/2020,IL,1126,1314 
5/28/2020,IL,1516,1241 
5/29/2020,IL,1666,1160 
5/30/2020,IL,1496,1088 
5/31/2020,IL,1298,1032 
6/1/2020,IL,1078,972 
6/2/2020,IL,1578,918 
6/3/2020,IL,1035,864 
6/4/2020,IL,870,811 
6/5/2020,IL,1168,762 
6/6/2020,IL,934,719 
6/7/2020,IL,819,685 
6/8/2020,IL,1473,653 
6/9/2020,IL,778,621 
6/10/2020,IL,568,592 
6/11/2020,IL,842,559 
6/12/2020,IL,758,526 
6/13/2020,IL,628,495 
6/14/2020,IL,602,489 
6/15/2020,IL,528,491 
6/16/2020,IL,619,499 
6/17/2020,IL,550,506 
6/18/2020,IL,665,517 
6/19/2020,IL,836,528 
6/20/2020,IL,618,539 
6/21/2020,IL,619,557 
6/22/2020,IL,461,572 
6/23/2020,IL,667,591 
6/24/2020,IL,743,607 
6/25/2020,IL,910,624 
6/26/2020,IL,877,640 
6/27/2020,IL,724,657 
6/28/2020,IL,581,673 
6/29/2020,IL,768,681 
6/30/2020,IL,776,692 
7/1/2020,IL,880,704 
7/2/2020,IL,866,718 
7/3/2020,IL,886,730 
7/4/2020,IL,858,744 
7/5/2020,IL,579,757 
7/6/2020,IL,698,758 
7/7/2020,IL,682,761 
7/8/2020,IL,945,772 
7/9/2020,IL,1133,782 
7/10/2020,IL,1218,793 
7/11/2020,IL,1124,802 
7/12/2020,IL,825,817 
7/13/2020,IL,933,821 
7/14/2020,IL,767,832 
7/15/2020,IL,1396,845 
7/16/2020,IL,1225,860 
7/17/2020,IL,1366,874 
7/18/2020,IL,1257,884 
7/19/2020,IL,985,886 
7/20/2020,IL,1268,884 
7/21/2020,IL,982,889 
7/22/2020,IL,1608,900 
7/23/2020,IL,1624,908 
7/24/2020,IL,1610,915 
7/25/2020,IL,1293,926 
7/26/2020,IL,1410,937 
7/27/2020,IL,1363,943 
7/28/2020,IL,1146,958 
7/29/2020,IL,1379,976 
7/30/2020,IL,1865,993 
7/31/2020,IL,1869,1012 
8/1/2020,IL,1531,1031 
8/2/2020,IL,1482,1045 
8/3/2020,IL,1524,1048 
8/4/2020,IL,1360,1057 
8/5/2020,IL,1876,1066 
8/6/2020,IL,1991,1078 
8/7/2020,IL,2017,1088 
8/8/2020,IL,2049,1099 
8/9/2020,IL,1366,1107 
8/10/2020,IL,1429,1103 
8/11/2020,IL,1593,1107 
8/12/2020,IL,1729,1115 
8/13/2020,IL,1929,1123 
8/14/2020,IL,2250,1130 
8/15/2020,IL,1678,1138 
8/16/2020,IL,1563,1147 
8/17/2020,IL,1874,1147 
8/18/2020,IL,1864,1156 
8/19/2020,IL,2082,1173 
8/20/2020,IL,2001,1197 
8/21/2020,IL,2222,1218 
8/22/2020,IL,2348,1241 
8/23/2020,IL,1833,1261 
8/24/2020,IL,1764,1265 
8/25/2020,IL,1756,1278 
8/26/2020,IL,2060,1300 
8/27/2020,IL,1726,1328 
8/28/2020,IL,2454,1351 
8/29/2020,IL,1754,1384 
8/30/2020,IL,1973,1419 
8/31/2020,IL,1903,1435 
9/1/2020,IL,1433,1455 
9/2/2020,IL,2167,1483 
9/3/2020,IL,1433,1515 
9/4/2020,IL,5538,1554 
9/5/2020,IL,2629,1581 
9/6/2020,IL,1424,1597 
9/7/2020,IL,1343,1604 
9/8/2020,IL,1580,1625 
9/9/2020,IL,1385,1661 
9/10/2020,IL,1959,1711 
9/11/2020,IL,2376,1756 
9/12/2020,IL,2008,1798 
9/13/2020,IL,1383,1841 
9/14/2020,IL,1529,1870 
9/15/2020,IL,1511,1904 
9/16/2020,IL,1902,1933 
9/17/2020,IL,2088,1963 
9/18/2020,IL,2226,2009 
9/19/2020,IL,2461,2043 
9/20/2020,IL,1316,2067 
9/21/2020,IL,1659,2085 
9/22/2020,IL,1479,2048 
9/23/2020,IL,1820,2051 
9/24/2020,IL,2289,2076 
9/25/2020,IL,2755,2109 
9/26/2020,IL,2308,2143 
9/27/2020,IL,1588,2195 
9/28/2020,IL,1898,2216 
9/29/2020,IL,1504,2253 
9/30/2020,IL,2262,2296 
10/1/2020,IL,2176,2347 
10/2/2020,IL,2429,2398 
10/3/2020,IL,2267,2453 
10/4/2020,IL,1411,2505 
10/5/2020,IL,2210,2525 
10/6/2020,IL,1562,2554 
10/7/2020,IL,2624,2590 
10/8/2020,IL,3111,2647 
10/9/2020,IL,2776,2704 
10/10/2020,IL,2782,2765 
10/11/2020,IL,2702,2824 
10/12/2020,IL,2770,2851 
10/13/2020,IL,3405,2888 
10/14/2020,IL,2964,2904 
10/15/2020,IL,4087,2905 
10/16/2020,IL,5008,2913 
10/17/2020,IL,3568,2928 
10/18/2020,IL,4083,2939 
10/19/2020,IL,3579,2920 
10/20/2020,IL,3702,2890 
10/21/2020,IL,4009,2866 
10/22/2020,IL,4960,2861 
10/23/2020,IL,5014,2843 
10/24/2020,IL,5900,2818 
10/25/2020,IL,4031,2774 
10/26/2020,IL,5019,2679 
10/27/2020,IL,4004,2578 
10/28/2020,IL,6116,2517 
10/29/2020,IL,0,2471 
10/30/2020,IL,0,2421 
10/31/2020,IL,0,2394 
1/21/2020,ME,0,1 
1/22/2020,ME,0,1 
1/23/2020,ME,0,1 
1/24/2020,ME,0,1 
1/25/2020,ME,0,1 
1/26/2020,ME,0,1 
1/27/2020,ME,0,1 
1/28/2020,ME,0,1 
1/29/2020,ME,0,1 
1/30/2020,ME,0,1 
1/31/2020,ME,0,1 
2/1/2020,ME,0,1 
2/2/2020,ME,0,1 
2/3/2020,ME,0,1 
2/4/2020,ME,0,1 
2/5/2020,ME,0,1 
2/6/2020,ME,0,1 
2/7/2020,ME,0,1 
2/8/2020,ME,0,1 
2/9/2020,ME,0,1 
2/10/2020,ME,0,1 
2/11/2020,ME,0,1 
2/12/2020,ME,0,1 
2/13/2020,ME,0,1 
2/14/2020,ME,0,1 
2/15/2020,ME,0,1 
2/16/2020,ME,0,1 
2/17/2020,ME,0,1 
2/18/2020,ME,0,1 
2/19/2020,ME,0,1 
2/20/2020,ME,0,1 
2/21/2020,ME,0,1 
2/22/2020,ME,0,1 
2/23/2020,ME,0,1 
2/24/2020,ME,0,1 
2/25/2020,ME,0,1 
2/26/2020,ME,0,1 
2/27/2020,ME,0,1 
2/28/2020,ME,0,1 
2/29/2020,ME,0,1 
3/1/2020,ME,0,1 
3/2/2020,ME,0,1 
3/3/2020,ME,0,1 
3/4/2020,ME,0,1 
3/5/2020,ME,0,1 
3/6/2020,ME,0,1 
3/7/2020,ME,0,1 
3/8/2020,ME,0,1 
3/9/2020,ME,0,1 
3/10/2020,ME,0,1 
3/11/2020,ME,0,1 
3/12/2020,ME,1,1 
3/13/2020,ME,1,1 
