Date,State,Confirmed Cases,Predicted Cases
7/16/2020,NV,1437,1118 
7/17/2020,NV,1348,1121 
7/18/2020,NV,1234,1100 
7/19/2020,NV,1220,1077 
7/20/2020,NV,979,1060 
7/21/2020,NV,800,1046 
7/22/2020,NV,1154,1013 
7/23/2020,NV,1329,981 
7/24/2020,NV,925,953 
7/25/2020,NV,980,932 
7/26/2020,NV,926,913 
7/27/2020,NV,961,900 
7/28/2020,NV,1111,883 
7/29/2020,NV,946,863 
7/30/2020,NV,1097,845 
7/31/2020,NV,1108,837 
8/1/2020,NV,1065,823 
8/2/2020,NV,1063,811 
8/3/2020,NV,966,802 
8/4/2020,NV,1020,794 
8/5/2020,NV,663,782 
8/6/2020,NV,786,771 
8/7/2020,NV,928,758 
8/8/2020,NV,848,726 
8/9/2020,NV,797,699 
8/10/2020,NV,744,680 
8/11/2020,NV,586,668 
8/12/2020,NV,524,658 
8/13/2020,NV,680,657 
8/14/2020,NV,988,657 
8/15/2020,NV,848,643 
8/16/2020,NV,726,629 
8/17/2020,NV,648,620 
8/18/2020,NV,730,608 
8/19/2020,NV,375,598 
8/20/2020,NV,572,587 
8/21/2020,NV,874,575 
8/22/2020,NV,577,554 
8/23/2020,NV,528,540 
8/24/2020,NV,395,528 
8/25/2020,NV,442,515 
8/26/2020,NV,217,503 
8/27/2020,NV,592,492 
8/28/2020,NV,660,486 
8/29/2020,NV,592,477 
8/30/2020,NV,405,469 
8/31/2020,NV,337,468 
9/1/2020,NV,390,469 
9/2/2020,NV,219,471 
9/3/2020,NV,392,474 
9/4/2020,NV,464,482 
9/5/2020,NV,401,478 
9/6/2020,NV,527,473 
9/7/2020,NV,337,472 
9/8/2020,NV,117,467 
9/9/2020,NV,152,463 
9/10/2020,NV,303,464 
9/11/2020,NV,266,473 
9/12/2020,NV,405,478 
9/13/2020,NV,357,485 
9/14/2020,NV,241,498 
9/15/2020,NV,240,510 
9/16/2020,NV,248,515 
9/17/2020,NV,415,519 
9/18/2020,NV,361,529 
9/19/2020,NV,371,530 
9/20/2020,NV,390,529 
9/21/2020,NV,205,533 
9/22/2020,NV,257,535 
9/23/2020,NV,531,534 
9/24/2020,NV,431,530 
9/25/2020,NV,592,530 
9/26/2020,NV,534,525 
9/27/2020,NV,356,512 
9/28/2020,NV,493,502 
9/29/2020,NV,378,498 
9/30/2020,NV,393,494 
10/1/2020,NV,423,488 
10/2/2020,NV,778,487 
10/3/2020,NV,544,488 
10/4/2020,NV,305,488 
10/5/2020,NV,410,491 
10/6/2020,NV,492,495 
10/7/2020,NV,464,496 
10/8/2020,NV,471,496 
10/9/2020,NV,814,503 
10/10/2020,NV,678,507 
10/11/2020,NV,459,511 
10/12/2020,NV,511,517 
10/13/2020,NV,537,526 
10/14/2020,NV,557,536 
10/15/2020,NV,554,548 
10/16/2020,NV,751,566 
10/17/2020,NV,1016,574 
10/18/2020,NV,526,583 
10/19/2020,NV,604,596 
10/20/2020,NV,701,617 
10/21/2020,NV,514,640 
10/22/2020,NV,835,664 
10/23/2020,NV,1016,697 
10/24/2020,NV,891,721 
10/25/2020,NV,863,747 
10/26/2020,NV,532,778 
10/27/2020,NV,808,812 
10/28/2020,NV,686,842 
10/29/2020,NV,0,880 
10/30/2020,NV,0,925 
10/31/2020,NV,0,948 
1/21/2020,NC,0,7 
1/22/2020,NC,0,7 
1/23/2020,NC,0,7 
1/24/2020,NC,0,7 
1/25/2020,NC,0,7 
1/26/2020,NC,0,7 
1/27/2020,NC,0,7 
1/28/2020,NC,0,7 
1/29/2020,NC,0,7 
1/30/2020,NC,0,7 
1/31/2020,NC,0,7 
2/1/2020,NC,0,7 
2/2/2020,NC,0,7 
2/3/2020,NC,0,7 
2/4/2020,NC,0,7 
2/5/2020,NC,0,7 
2/6/2020,NC,0,7 
2/7/2020,NC,0,7 
2/8/2020,NC,0,7 
2/9/2020,NC,0,7 
2/10/2020,NC,0,7 
2/11/2020,NC,0,7 
2/12/2020,NC,0,7 
2/13/2020,NC,0,7 
2/14/2020,NC,0,7 
2/15/2020,NC,0,7 
2/16/2020,NC,0,7 
2/17/2020,NC,0,7 
2/18/2020,NC,0,7 
2/19/2020,NC,0,7 
2/20/2020,NC,0,7 
2/21/2020,NC,0,7 
2/22/2020,NC,0,7 
2/23/2020,NC,0,7 
2/24/2020,NC,0,7 
2/25/2020,NC,0,7 
2/26/2020,NC,0,7 
2/27/2020,NC,0,7 
2/28/2020,NC,0,7 
2/29/2020,NC,0,7 
3/1/2020,NC,0,7 
3/2/2020,NC,0,7 
3/3/2020,NC,1,7 
3/4/2020,NC,0,7 
3/5/2020,NC,0,7 
3/6/2020,NC,1,7 
3/7/2020,NC,0,7 
3/8/2020,NC,0,7 
3/9/2020,NC,5,7 
3/10/2020,NC,0,7 
3/11/2020,NC,1,7 
3/12/2020,NC,8,48 
3/13/2020,NC,2,51 
3/14/2020,NC,7,56 
3/15/2020,NC,7,59 
3/16/2020,NC,2,62 
3/17/2020,NC,8,67 
3/18/2020,NC,24,72 
3/19/2020,NC,38,78 
3/20/2020,NC,40,82 
3/21/2020,NC,40,86 
3/22/2020,NC,85,90 
3/23/2020,NC,33,94 
3/24/2020,NC,95,100 
3/25/2020,NC,165,106 
3/26/2020,NC,77,111 
3/27/2020,NC,145,117 
3/28/2020,NC,188,126 
3/29/2020,NC,194,138 
3/30/2020,NC,137,146 
3/31/2020,NC,224,158 
4/1/2020,NC,64,167 
4/2/2020,NC,267,177 
4/3/2020,NC,235,184 
4/4/2020,NC,309,191 
4/5/2020,NC,183,197 
4/6/2020,NC,285,207 
4/7/2020,NC,350,213 
4/8/2020,NC,203,215 
4/9/2020,NC,228,218 
4/10/2020,NC,255,221 
4/11/2020,NC,404,223 
4/12/2020,NC,210,226 
4/13/2020,NC,268,230 
4/14/2020,NC,204,237 
4/15/2020,NC,131,242 
4/16/2020,NC,340,243 
4/17/2020,NC,396,245 
4/18/2020,NC,281,247 
4/19/2020,NC,353,248 
4/20/2020,NC,271,253 
4/21/2020,NC,187,263 
4/22/2020,NC,269,269 
4/23/2020,NC,388,271 
4/24/2020,NC,444,275 
4/25/2020,NC,496,279 
4/26/2020,NC,282,284 
4/27/2020,NC,205,289 
4/28/2020,NC,533,298 
4/29/2020,NC,379,303 
4/30/2020,NC,560,307 
5/1/2020,NC,415,319 
5/2/2020,NC,592,330 
5/3/2020,NC,154,338 
5/4/2020,NC,203,351 
5/5/2020,NC,412,370 
5/6/2020,NC,500,383 
5/7/2020,NC,648,388 
5/8/2020,NC,448,395 
5/9/2020,NC,508,403 
5/10/2020,NC,396,410 
5/11/2020,NC,286,420 
5/12/2020,NC,333,434 
5/13/2020,NC,448,443 
5/14/2020,NC,743,453 
5/15/2020,NC,597,465 
5/16/2020,NC,819,473 
5/17/2020,NC,528,482 
5/18/2020,NC,584,488 
5/19/2020,NC,641,498 
5/20/2020,NC,459,508 
5/21/2020,NC,713,518 
5/22/2020,NC,727,527 
5/23/2020,NC,1070,535 
5/24/2020,NC,500,548 
5/25/2020,NC,766,563 
5/26/2020,NC,191,581 
5/27/2020,NC,599,599 
5/28/2020,NC,829,616 
5/29/2020,NC,1119,631 
5/30/2020,NC,1026,644 
5/31/2020,NC,925,654 
6/1/2020,NC,682,663 
6/2/2020,NC,684,673 
6/3/2020,NC,961,677 
6/4/2020,NC,1263,676 
6/5/2020,NC,1141,677 
6/6/2020,NC,1392,679 
6/7/2020,NC,854,683 
6/8/2020,NC,918,689 
6/9/2020,NC,812,707 
6/10/2020,NC,912,737 
6/11/2020,NC,1430,768 
6/12/2020,NC,1732,801 
6/13/2020,NC,1444,833 
6/14/2020,NC,1288,858 
6/15/2020,NC,1058,879 
6/16/2020,NC,848,903 
6/17/2020,NC,1037,923 
6/18/2020,NC,1284,943 
6/19/2020,NC,1588,965 
6/20/2020,NC,1626,994 
6/21/2020,NC,1214,1024 
6/22/2020,NC,986,1052 
6/23/2020,NC,986,1089 
6/24/2020,NC,1437,1122 
6/25/2020,NC,1277,1156 
6/26/2020,NC,1717,1189 
6/27/2020,NC,1452,1229 
6/28/2020,NC,1469,1269 
6/29/2020,NC,1514,1306 
6/30/2020,NC,1372,1338 
7/1/2020,NC,1751,1362 
7/2/2020,NC,1697,1390 
7/3/2020,NC,1939,1423 
7/4/2020,NC,1284,1462 
7/5/2020,NC,1361,1499 
7/6/2020,NC,1837,1527 
7/7/2020,NC,1255,1558 
7/8/2020,NC,1473,1593 
7/9/2020,NC,1903,1631 
7/10/2020,NC,2173,1676 
7/11/2020,NC,2259,1717 
7/12/2020,NC,1835,1758 
7/13/2020,NC,1822,1763 
7/14/2020,NC,2114,1747 
7/15/2020,NC,1806,1722 
7/16/2020,NC,2084,1700 
7/17/2020,NC,1976,1679 
7/18/2020,NC,2434,1654 
7/19/2020,NC,1774,1642 
7/20/2020,NC,1335,1631 
7/21/2020,NC,1871,1609 
7/22/2020,NC,2091,1585 
7/23/2020,NC,1912,1571 
7/24/2020,NC,2156,1556 
7/25/2020,NC,2076,1533 
7/26/2020,NC,1520,1507 
7/27/2020,NC,1810,1486 
7/28/2020,NC,1688,1469 
7/29/2020,NC,1727,1451 
7/30/2020,NC,2364,1431 
7/31/2020,NC,1979,1423 
8/1/2020,NC,1645,1417 
8/2/2020,NC,1266,1403 
8/3/2020,NC,1467,1384 
8/4/2020,NC,1488,1365 
8/5/2020,NC,1218,1347 
8/6/2020,NC,2024,1338 
8/7/2020,NC,1555,1329 
8/8/2020,NC,1882,1327 
8/9/2020,NC,1335,1324 
8/10/2020,NC,756,1321 
8/11/2020,NC,1068,1317 
8/12/2020,NC,1339,1312 
8/13/2020,NC,1593,1317 
8/14/2020,NC,1538,1318 
8/15/2020,NC,1412,1319 
8/16/2020,NC,1155,1321 
8/17/2020,NC,831,1323 
8/18/2020,NC,1199,1320 
8/19/2020,NC,1350,1313 
8/20/2020,NC,1931,1306 
8/21/2020,NC,1922,1304 
8/22/2020,NC,1622,1295 
8/23/2020,NC,1424,1280 
8/24/2020,NC,1537,1263 
8/25/2020,NC,1258,1244 
8/26/2020,NC,1523,1224 
8/27/2020,NC,2007,1208 
8/28/2020,NC,1439,1201 
8/29/2020,NC,2379,1205 
8/30/2020,NC,977,1214 
8/31/2020,NC,1479,1224 
9/1/2020,NC,1977,1238 
9/2/2020,NC,1174,1248 
9/3/2020,NC,1651,1261 
9/4/2020,NC,2057,1274 
9/5/2020,NC,1276,1289 
9/6/2020,NC,1017,1297 
9/7/2020,NC,1071,1306 
9/8/2020,NC,938,1315 
9/9/2020,NC,911,1318 
9/10/2020,NC,1274,1331 
9/11/2020,NC,1599,1354 
9/12/2020,NC,1371,1381 
9/13/2020,NC,1020,1407 
9/14/2020,NC,1122,1428 
9/15/2020,NC,1039,1455 
9/16/2020,NC,1314,1481 
9/17/2020,NC,1507,1501 
9/18/2020,NC,1365,1519 
9/19/2020,NC,1079,1536 
9/20/2020,NC,1227,1551 
9/21/2020,NC,1115,1557 
9/22/2020,NC,1165,1561 
9/23/2020,NC,1173,1561 
9/24/2020,NC,1805,1551 
9/25/2020,NC,5422,1564 
9/26/2020,NC,1583,1592 
9/27/2020,NC,1166,1621 
9/28/2020,NC,1090,1656 
9/29/2020,NC,887,1694 
9/30/2020,NC,1620,1724 
10/1/2020,NC,2214,1760 
10/2/2020,NC,1817,1805 
10/3/2020,NC,2014,1849 
10/4/2020,NC,592,1887 
10/5/2020,NC,2404,1924 
10/6/2020,NC,1393,1957 
10/7/2020,NC,1911,1968 
10/8/2020,NC,2389,1967 
10/9/2020,NC,2018,1965 
10/10/2020,NC,2203,1971 
10/11/2020,NC,1605,1970 
10/12/2020,NC,1495,1961 
10/13/2020,NC,1783,1960 
10/14/2020,NC,1970,1936 
10/15/2020,NC,2526,1923 
10/16/2020,NC,2694,1918 
10/17/2020,NC,1988,1922 
10/18/2020,NC,2096,1924 
10/19/2020,NC,1435,1920 
10/20/2020,NC,1607,1909 
10/21/2020,NC,1852,1881 
10/22/2020,NC,2408,1866 
10/23/2020,NC,2116,1856 
10/24/2020,NC,2905,1854 
10/25/2020,NC,1689,1850 
10/26/2020,NC,2031,1844 
10/27/2020,NC,2175,1842 
10/28/2020,NC,2232,1818 
10/29/2020,NC,0,1784 
10/30/2020,NC,0,1756 
10/31/2020,NC,0,1733 
1/21/2020,WA,0,1 
1/22/2020,WA,0,1 
1/23/2020,WA,0,1 
1/24/2020,WA,0,1 
1/25/2020,WA,0,1 
1/26/2020,WA,0,1 
1/27/2020,WA,0,1 
1/28/2020,WA,0,1 
1/29/2020,WA,0,1 
1/30/2020,WA,0,1 
1/31/2020,WA,0,1 
2/1/2020,WA,0,1 
2/2/2020,WA,0,1 
2/3/2020,WA,0,1 
2/4/2020,WA,0,1 
2/5/2020,WA,0,1 
2/6/2020,WA,0,1 
2/7/2020,WA,0,1 
2/8/2020,WA,0,1 
2/9/2020,WA,0,1 
2/10/2020,WA,0,1 
2/11/2020,WA,0,1 
2/12/2020,WA,0,1 
2/13/2020,WA,0,1 
2/14/2020,WA,0,1 
2/15/2020,WA,0,1 
2/16/2020,WA,0,1 
2/17/2020,WA,0,1 
2/18/2020,WA,0,1 
2/19/2020,WA,0,1 
2/20/2020,WA,0,1 
2/21/2020,WA,0,1 
2/22/2020,WA,0,1 
2/23/2020,WA,0,1 
2/24/2020,WA,4,1 
2/25/2020,WA,0,1 
2/26/2020,WA,0,1 
2/27/2020,WA,0,1 
2/28/2020,WA,2,5 
2/29/2020,WA,3,6 
3/1/2020,WA,7,7 
3/2/2020,WA,6,8 
3/3/2020,WA,9,10 
3/4/2020,WA,15,12 
3/5/2020,WA,28,14 
3/6/2020,WA,11,17 
3/7/2020,WA,24,21 
3/8/2020,WA,31,25 
3/9/2020,WA,38,30 
3/10/2020,WA,100,36 
3/11/2020,WA,59,42 
3/12/2020,WA,81,51 
3/13/2020,WA,92,63 
3/14/2020,WA,98,78 
3/15/2020,WA,66,97 
3/16/2020,WA,119,116 
3/17/2020,WA,114,140 
3/18/2020,WA,118,162 
3/19/2020,WA,202,188 
3/20/2020,WA,176,219 
3/21/2020,WA,251,255 
3/22/2020,WA,189,290 
3/23/2020,WA,257,333 
3/24/2020,WA,368,389 
3/25/2020,WA,116,457 
3/26/2020,WA,623,536 
3/27/2020,WA,562,653 
3/28/2020,WA,541,769 
3/29/2020,WA,586,864 
3/30/2020,WA,283,992 
3/31/2020,WA,113,979 
4/1/2020,WA,296,951 
4/2/2020,WA,997,971 
4/3/2020,WA,381,973 
4/4/2020,WA,532,979 
4/5/2020,WA,486,968 
4/6/2020,WA,400,941 
4/7/2020,WA,298,900 
4/8/2020,WA,415,882 
4/9/2020,WA,511,849 
4/10/2020,WA,279,814 
4/11/2020,WA,339,779 
4/12/2020,WA,187,734 
4/13/2020,WA,133,668 
4/14/2020,WA,164,631 
4/15/2020,WA,95,603 
4/16/2020,WA,374,576 
4/17/2020,WA,299,553 
4/18/2020,WA,371,529 
4/19/2020,WA,14,522 
4/20/2020,WA,391,498 
4/21/2020,WA,155,488 
4/22/2020,WA,196,484 
4/23/2020,WA,375,465 
4/24/2020,WA,216,462 
4/25/2020,WA,368,463 
4/26/2020,WA,179,469 
4/27/2020,WA,214,465 
4/28/2020,WA,207,456 
4/29/2020,WA,325,437 
4/30/2020,WA,324,424 
5/1/2020,WA,320,418 
5/2/2020,WA,249,401 
5/3/2020,WA,560,390 
5/4/2020,WA,104,377 
5/5/2020,WA,187,366 
5/6/2020,WA,639,362 
5/7/2020,WA,314,359 
5/8/2020,WA,290,354 
5/9/2020,WA,152,350 
5/10/2020,WA,152,351 
5/11/2020,WA,391,349 
5/12/2020,WA,210,348 
5/13/2020,WA,110,347 
5/14/2020,WA,369,343 
5/15/2020,WA,270,339 
5/16/2020,WA,205,339 
5/17/2020,WA,178,340 
5/18/2020,WA,242,341 
5/19/2020,WA,232,345 
5/20/2020,WA,122,351 
5/21/2020,WA,170,356 
5/22/2020,WA,246,366 
5/23/2020,WA,214,382 
5/24/2020,WA,249,393 
5/25/2020,WA,276,407 
5/26/2020,WA,273,417 
5/27/2020,WA,287,425 
5/28/2020,WA,266,433 
5/29/2020,WA,286,439 
5/30/2020,WA,241,442 
5/31/2020,WA,196,442 
6/1/2020,WA,458,442 
6/2/2020,WA,336,437 
6/3/2020,WA,168,442 
6/4/2020,WA,223,445 
6/5/2020,WA,547,453 
6/6/2020,WA,221,459 
6/7/2020,WA,297,459 
6/8/2020,WA,529,458 
6/9/2020,WA,203,457 
6/10/2020,WA,144,453 
6/11/2020,WA,232,457 
6/12/2020,WA,404,462 
6/13/2020,WA,344,470 
6/14/2020,WA,215,477 
6/15/2020,WA,442,484 
6/16/2020,WA,372,493 
6/17/2020,WA,321,499 
6/18/2020,WA,393,506 
6/19/2020,WA,382,511 
6/20/2020,WA,421,517 
6/21/2020,WA,331,522 
6/22/2020,WA,646,538 
6/23/2020,WA,335,549 
6/24/2020,WA,622,556 
6/25/2020,WA,598,564 
6/26/2020,WA,491,572 
6/27/2020,WA,542,580 
6/28/2020,WA,310,590 
6/29/2020,WA,695,604 
6/30/2020,WA,505,611 
7/1/2020,WA,717,616 
7/2/2020,WA,663,622 
7/3/2020,WA,496,634 
7/4/2020,WA,382,653 
7/5/2020,WA,669,672 
7/6/2020,WA,1049,687 
7/7/2020,WA,546,698 
7/8/2020,WA,598,703 
7/9/2020,WA,708,708 
7/10/2020,WA,721,713 
7/11/2020,WA,236,721 
7/12/2020,WA,855,737 
7/13/2020,WA,1357,747 
7/14/2020,WA,719,749 
7/15/2020,WA,747,747 
7/16/2020,WA,1264,741 
7/17/2020,WA,958,748 
7/18/2020,WA,663,761 
7/19/2020,WA,712,769 
7/20/2020,WA,1348,782 
7/21/2020,WA,797,783 
7/22/2020,WA,696,786 
7/23/2020,WA,813,781 
7/24/2020,WA,1023,774 
7/25/2020,WA,605,771 
7/26/2020,WA,538,771 
7/27/2020,WA,1126,768 
7/28/2020,WA,1028,754 
7/29/2020,WA,724,741 
7/30/2020,WA,800,734 
7/31/2020,WA,626,731 
8/1/2020,WA,923,734 
8/2/2020,WA,512,742 
8/3/2020,WA,851,749 
8/4/2020,WA,817,758 
8/5/2020,WA,561,755 
8/6/2020,WA,667,748 
8/7/2020,WA,919,732 
8/8/2020,WA,371,720 
8/9/2020,WA,902,708 
8/10/2020,WA,977,700 
8/11/2020,WA,394,684 
8/12/2020,WA,551,671 
8/13/2020,WA,925,656 
8/14/2020,WA,486,641 
8/15/2020,WA,555,625 
8/16/2020,WA,758,611 
8/17/2020,WA,615,600 
8/18/2020,WA,523,591 
8/19/2020,WA,562,585 
8/20/2020,WA,690,583 
8/21/2020,WA,503,584 
8/22/2020,WA,566,583 
8/23/2020,WA,392,582 
8/24/2020,WA,547,587 
8/25/2020,WA,342,592 
8/26/2020,WA,573,598 
8/27/2020,WA,545,597 
8/28/2020,WA,645,601 
8/29/2020,WA,437,607 
8/30/2020,WA,288,619 
8/31/2020,WA,596,615 
9/1/2020,WA,343,614 
9/2/2020,WA,493,608 
9/3/2020,WA,566,604 
9/4/2020,WA,601,603 
9/5/2020,WA,179,605 
9/6/2020,WA,469,606 
9/7/2020,WA,116,603 
9/8/2020,WA,563,600 
9/9/2020,WA,480,599 
9/10/2020,WA,597,597 
9/11/2020,WA,465,597 
9/12/2020,WA,367,595 
9/13/2020,WA,220,592 
9/14/2020,WA,684,582 
9/15/2020,WA,361,575 
9/16/2020,WA,492,569 
9/17/2020,WA,387,567 
9/18/2020,WA,482,571 
9/19/2020,WA,303,578 
9/20/2020,WA,283,587 
9/21/2020,WA,634,594 
9/22/2020,WA,430,597 
9/23/2020,WA,809,603 
9/24/2020,WA,555,614 
9/25/2020,WA,552,619 
9/26/2020,WA,365,631 
9/27/2020,WA,308,630 
9/28/2020,WA,774,623 
9/29/2020,WA,415,620 
9/30/2020,WA,549,614 
10/1/2020,WA,606,607 
10/2/2020,WA,561,600 
10/3/2020,WA,433,600 
10/4/2020,WA,367,599 
10/5/2020,WA,675,598 
10/6/2020,WA,492,607 
10/7/2020,WA,806,617 
10/8/2020,WA,727,631 
10/9/2020,WA,610,649 
10/10/2020,WA,386,673 
10/11/2020,WA,304,697 
10/12/2020,WA,738,716 
10/13/2020,WA,1046,737 
10/14/2020,WA,757,749 
10/15/2020,WA,770,753 
10/16/2020,WA,695,760 
10/17/2020,WA,521,764 
10/18/2020,WA,349,763 
10/19/2020,WA,920,767 
10/20/2020,WA,522,776 
10/21/2020,WA,779,789 
10/22/2020,WA,740,801 
10/23/2020,WA,825,808 
10/24/2020,WA,583,824 
10/25/2020,WA,498,832 
10/26/2020,WA,1123,833 
10/27/2020,WA,573,837 
10/28/2020,WA,899,841 
10/29/2020,WA,0,840 
10/30/2020,WA,0,842 
10/31/2020,WA,0,848 
1/21/2020,OR,0,1 
1/22/2020,OR,0,1 
1/23/2020,OR,0,1 
1/24/2020,OR,0,1 
1/25/2020,OR,0,1 
1/26/2020,OR,0,1 
1/27/2020,OR,0,1 
1/28/2020,OR,0,1 
1/29/2020,OR,0,1 
1/30/2020,OR,0,1 
1/31/2020,OR,0,1 
2/1/2020,OR,0,1 
2/2/2020,OR,0,1 
2/3/2020,OR,0,1 
2/4/2020,OR,0,1 
2/5/2020,OR,0,1 
2/6/2020,OR,0,1 
2/7/2020,OR,0,1 
2/8/2020,OR,0,1 
2/9/2020,OR,0,1 
2/10/2020,OR,0,1 
2/11/2020,OR,0,1 
2/12/2020,OR,0,1 
2/13/2020,OR,0,1 
2/14/2020,OR,0,1 
2/15/2020,OR,0,1 
2/16/2020,OR,0,1 
2/17/2020,OR,0,1 
2/18/2020,OR,0,1 
2/19/2020,OR,0,1 
2/20/2020,OR,0,1 
2/21/2020,OR,0,1 
2/22/2020,OR,0,1 
2/23/2020,OR,0,1 
2/24/2020,OR,0,1 
2/25/2020,OR,0,1 
2/26/2020,OR,0,1 
2/27/2020,OR,0,1 
2/28/2020,OR,1,1 
2/29/2020,OR,0,1 
3/1/2020,OR,1,1 
3/2/2020,OR,0,1 
3/3/2020,OR,0,1 
3/4/2020,OR,0,1 
3/5/2020,OR,0,1 
3/6/2020,OR,0,1 
3/7/2020,OR,4,1 
3/8/2020,OR,7,1 
3/9/2020,OR,0,1 
3/10/2020,OR,1,1 
3/11/2020,OR,6,1 
3/12/2020,OR,10,1 
3/13/2020,OR,0,1 
3/14/2020,OR,6,5 
3/15/2020,OR,3,5 
3/16/2020,OR,7,6 
3/17/2020,OR,20,7 
3/18/2020,OR,8,8 
3/19/2020,OR,13,9 
3/20/2020,OR,27,11 
3/21/2020,OR,23,12 
3/22/2020,OR,24,14 
3/23/2020,OR,30,15 
3/24/2020,OR,18,17 
3/25/2020,OR,57,19 
3/26/2020,OR,50,22 
3/27/2020,OR,99,25 
3/28/2020,OR,65,29 
3/29/2020,OR,69,32 
3/30/2020,OR,58,33 
3/31/2020,OR,83,36 
4/1/2020,OR,47,36 
4/2/2020,OR,90,36 
4/3/2020,OR,72,35 
4/4/2020,OR,101,35 
4/5/2020,OR,68,34 
4/6/2020,OR,64,34 
4/7/2020,OR,49,34 
4/8/2020,OR,58,34 
4/9/2020,OR,82,33 
4/10/2020,OR,50,33 
4/11/2020,OR,76,32 
4/12/2020,OR,80,32 
4/13/2020,OR,57,31 
4/14/2020,OR,49,31 
4/15/2020,OR,30,30 
4/16/2020,OR,73,30 
4/17/2020,OR,49,29 
4/18/2020,OR,59,30 
4/19/2020,OR,66,29 
4/20/2020,OR,46,29 
4/21/2020,OR,46,28 
4/22/2020,OR,57,28 
4/23/2020,OR,68,28 
4/24/2020,OR,50,27 
4/25/2020,OR,76,27 
4/26/2020,OR,58,27 
4/27/2020,OR,43,27 
4/28/2020,OR,31,26 
4/29/2020,OR,61,27 
4/30/2020,OR,64,28 
5/1/2020,OR,69,28 
5/2/2020,OR,56,30 
5/3/2020,OR,45,31 
5/4/2020,OR,79,32 
5/5/2020,OR,80,34 
5/6/2020,OR,77,34 
5/7/2020,OR,73,33 
5/8/2020,OR,79,33 
5/9/2020,OR,92,33 
5/10/2020,OR,68,34 
5/11/2020,OR,58,34 
5/12/2020,OR,73,34 
5/13/2020,OR,57,34 
5/14/2020,OR,63,34 
5/15/2020,OR,62,35 
5/16/2020,OR,71,35 
5/17/2020,OR,11,36 
5/18/2020,OR,64,36 
5/19/2020,OR,39,36 
5/20/2020,OR,75,36 
5/21/2020,OR,16,36 
5/22/2020,OR,47,37 
5/23/2020,OR,24,38 
5/24/2020,OR,39,38 
5/25/2020,OR,22,39 
5/26/2020,OR,19,40 
5/27/2020,OR,73,41 
5/28/2020,OR,46,42 
5/29/2020,OR,46,43 
5/30/2020,OR,52,45 
5/31/2020,OR,58,46 
6/1/2020,OR,60,48 
6/2/2020,OR,35,50 
6/3/2020,OR,61,54 
6/4/2020,OR,76,57 
6/5/2020,OR,110,61 
6/6/2020,OR,87,66 
6/7/2020,OR,137,71 
6/8/2020,OR,118,75 
6/9/2020,OR,100,78 
6/10/2020,OR,72,82 
6/11/2020,OR,153,86 
6/12/2020,OR,136,89 
6/13/2020,OR,155,93 
6/14/2020,OR,101,95 
6/15/2020,OR,187,97 
6/16/2020,OR,280,100 
6/17/2020,OR,124,102 
6/18/2020,OR,155,106 
6/19/2020,OR,202,110 
6/20/2020,OR,90,115 
6/21/2020,OR,263,120 
6/22/2020,OR,170,127 
6/23/2020,OR,202,135 
6/24/2020,OR,145,141 
6/25/2020,OR,143,147 
6/26/2020,OR,403,153 
6/27/2020,OR,102,159 
6/28/2020,OR,238,164 
6/29/2020,OR,161,168 
6/30/2020,OR,186,172 
7/1/2020,OR,324,175 
7/2/2020,OR,325,180 
7/3/2020,OR,299,185 
7/4/2020,OR,294,191 
7/5/2020,OR,300,198 
7/6/2020,OR,176,203 
7/7/2020,OR,241,209 
7/8/2020,OR,218,218 
7/9/2020,OR,375,226 
7/10/2020,OR,254,235 
7/11/2020,OR,350,246 
7/12/2020,OR,319,258 
7/13/2020,OR,341,267 
7/14/2020,OR,323,275 
7/15/2020,OR,295,284 
7/16/2020,OR,412,290 
7/17/2020,OR,301,293 
7/18/2020,OR,389,293 
7/19/2020,OR,355,289 
7/20/2020,OR,321,286 
7/21/2020,OR,350,284 
7/22/2020,OR,179,284 
7/23/2020,OR,329,285 
7/24/2020,OR,407,286 
7/25/2020,OR,320,289 
7/26/2020,OR,272,290 
7/27/2020,OR,358,290 
7/28/2020,OR,297,292 
7/29/2020,OR,386,294 
7/30/2020,OR,361,296 
7/31/2020,OR,344,297 
8/1/2020,OR,307,299 
8/2/2020,OR,280,299 
8/3/2020,OR,298,293 
8/4/2020,OR,305,286 
8/5/2020,OR,279,279 
8/6/2020,OR,271,273 
8/7/2020,OR,408,267 
8/8/2020,OR,353,262 
8/9/2020,OR,261,257 
8/10/2020,OR,216,249 
8/11/2020,OR,294,243 
8/12/2020,OR,247,239 
8/13/2020,OR,286,235 
8/14/2020,OR,299,233 
8/15/2020,OR,404,230 
8/16/2020,OR,244,226 
8/17/2020,OR,199,220 
8/18/2020,OR,224,217 
8/19/2020,OR,202,215 
8/20/2020,OR,289,214 
8/21/2020,OR,259,214 
8/22/2020,OR,276,214 
8/23/2020,OR,227,214 
8/24/2020,OR,236,217 
8/25/2020,OR,234,219 
8/26/2020,OR,167,222 
8/27/2020,OR,200,229 
8/28/2020,OR,294,239 
8/29/2020,OR,224,252 
8/30/2020,OR,261,264 
8/31/2020,OR,169,272 
9/1/2020,OR,235,276 
9/2/2020,OR,127,279 
9/3/2020,OR,271,284 
9/4/2020,OR,249,290 
9/5/2020,OR,252,301 
9/6/2020,OR,188,310 
9/7/2020,OR,146,313 
9/8/2020,OR,164,314 
9/9/2020,OR,119,318 
